SAMPID,SMATSSCR,SMCENTER,SMPTHNTS,SMRIN,SMTS,SMTSD,SMUBRID,SMTSISCH,SMTSPAX,SMNABTCH,SMNABTCHT,SMNABTCHD,SMGEBTCH,SMGEBTCHD,SMGEBTCHT,SMAFRZE,SMGTC,SME2MPRT,SMCHMPRS,SMNTRART,SMNUMGPS,SMMAPRT,SMEXNCRT,SM550NRM,SMGNSDTC,SMUNMPRT,SM350NRM,SMRDLGTH,SMMNCPB,SME1MMRT,SMSFLGTH,SMESTLBS,SMMPPD,SMNTERRT,SMRRNANM,SMRDTTL,SMVQCFL,SMMNCV,SMTRSCPT,SMMPPDPR,SMCGLGTH,SMGAPPCT,SMUNPDRD,SMNTRNRT,SMMPUNRT,SMEXPEFF,SMMPPDUN,SME2MMRT,SME2ANTI,SMALTALG,SME2SNSE,SMMFLGTH,SME1ANTI,SMSPLTRD,SMBSMMRT,SME1SNSE,SME1PCTS,SMRRNART,SME1MPRT,SMNUM5CD,SMDPMPRT,SME2PCTS
GTEX-14PKV-0006-SM-9MQL3,,B1,,7.8,Blood,Whole Blood,13756,373,,BP-47964,RNA isolation_PAXgene Blood RNA (Manual),01/07/2014,LCSET-6807,05/19/2015,TruSeq.v1,RNASEQ,,0.981535,488928,0.954167,,0.983881,0.754341,,18709,1,,76,,0.00603334,108,0,5.73E+07,0.0453807,213732,5.82E+07,7.51E+06,,18723,2.85E+07,,,0,0.199826,0.983881,0.742181,5.73E+07,0.00772232,1.25E+07,3.62E+07,1.27E+07,119,1.27E+07,1.05E+07,0.00687582,1.26E+07,49.6627,0.00366962,0.986226,,0,50.4542
GTEX-14PN3-0006-SM-7SB6O,,B1,,9,Blood,Whole Blood,13756,-74,,BP-47964,RNA isolation_PAXgene Blood RNA (Manual),01/07/2014,LCSET-6763,04/27/2015,TruSeq.v1,RNASEQ,,0.988917,798725,0.940542,,0.991477,0.69257,,20142,1,,76,,0.00293069,133,0,9.13E+07,0.0589951,163009,9.21E+07,9.63E+06,,20178,4.54E+07,,,0,0.247972,0.991477,0.686667,9.13E+07,0.0045065,1.96E+07,5.01E+07,1.98E+07,160,1.99E+07,1.55E+07,0.00371656,1.97E+07,49.7887,0.00177038,0.994037,,0,50.2479
GTEX-14PN4-0005-SM-7PC21,,B1,,7.3,Blood,Whole Blood,13756,1081,,BP-47964,RNA isolation_PAXgene Blood RNA (Manual),01/07/2014,LCSET-6762,04/10/2015,TruSeq.v1,RNASEQ,,0.950747,222220,0.989646,,0.955128,0.831225,,15154,1,,76,,0.00318195,87,0,8.58E+07,0.0081761,130044,8.98E+07,1.45E+07,,15156,4.25E+07,,,0,0.158421,0.955128,0.793927,8.58E+07,0.0054796,2.08E+07,1.62E+08,2.05E+07,126,2.06E+07,2.54E+07,0.00432551,2.11E+07,50.6118,0.00144766,0.95951,,0,49.6526
GTEX-14PQA-0006-SM-7PC2D,,B1,,8.1,Blood,Whole Blood,13756,1125,,BP-48196,RNA isolation_PAXgene Blood RNA (Manual),01/10/2014,LCSET-6762,04/10/2015,TruSeq.v1,RNASEQ,,0.982044,541400,0.973962,,0.986972,0.769688,,19396,1,,76,,0.00406019,140,0,8.77E+07,0.0251138,633307,8.89E+07,1.51E+07,,19410,4.34E+07,,,0,0.204274,0.986972,0.75966,8.77E+07,0.00568884,1.97E+07,6.41E+07,1.99E+07,154,2.00E+07,1.79E+07,0.00487045,1.99E+07,49.9142,0.00712705,0.991899,,0,50.2665
GTEX-14XAO-0006-SM-7RHFX,,B1,,9.6,Blood,Whole Blood,13756,-81,,BP-48259,RNA isolation_PAXgene Blood RNA (Manual),01/13/2014,LCSET-6760,04/19/2015,TruSeq.v1,RNASEQ,,0.992382,471457,0.971738,,0.994465,0.864244,,19406,1,,76,,0.00275607,277,0,1.20E+08,0.027765,739906,1.21E+08,1.14E+07,,19419,5.98E+07,,,0,0.107495,0.994465,0.85946,1.20E+08,0.00419289,2.65E+07,2.96E+07,2.67E+07,327,2.68E+07,2.48E+07,0.00347297,2.67E+07,49.9773,0.00612834,0.996547,,0,50.206
GTEX-15CHC-0006-SM-7P8RG,,B1,,8.7,Blood,Whole Blood,13756,-24,,BP-48259,RNA isolation_PAXgene Blood RNA (Manual),01/13/2014,LCSET-6759,04/06/2015,TruSeq.v1,RNASEQ,,0.92109,544213,0.963598,,0.954109,0.811699,,20252,1,,76,,0.00448225,134,0,8.74E+07,0.0351186,345174,9.16E+07,1.24E+07,,20260,4.20E+07,,,0,0.151899,0.954109,0.774449,8.74E+07,0.0104559,1.91E+07,7.99E+07,1.88E+07,146,2.05E+07,1.94E+07,0.0073657,2.04E+07,49.939,0.00376799,0.987128,,0,49.6882
GTEX-15CHQ-0005-SM-7P8RH,,C1,,8.7,Blood,Whole Blood,13756,796,,BP-48259,RNA isolation_PAXgene Blood RNA (Manual),01/13/2014,LCSET-6759,04/06/2015,TruSeq.v1,RNASEQ,,0.902288,902510,0.953469,,0.934598,0.75933,,18638,1,,76,,0.00418957,78,0,7.62E+07,0.0445445,93594,8.15E+07,1.18E+07,,18643,3.66E+07,,,0,0.194139,0.934598,0.709669,7.62E+07,0.0106031,1.72E+07,1.38E+08,1.67E+07,102,1.82E+07,1.89E+07,0.00728547,1.84E+07,50.2213,0.00114775,0.966908,,0,49.3462
GTEX-15CHR-0005-SM-9KNUS,,B1,,9,Blood,Whole Blood,13756,-31,,BP-48259,RNA isolation_PAXgene Blood RNA (Manual),01/13/2014,LCSET-6806,05/12/2015,TruSeq.v1,RNASEQ,,0.992502,1.49E+06,0.929544,,0.993607,0.767161,,21346,1,,76,,0.00279656,273,0,1.09E+08,0.0700343,419244,1.10E+08,1.31E+07,,21366,5.43E+07,,,0,0.162382,0.993607,0.762257,1.09E+08,0.00358136,2.30E+07,7.13E+07,2.33E+07,266,2.33E+07,2.01E+07,0.00318853,2.31E+07,49.7976,0.00382521,0.994712,,0,50.3423
GTEX-15D1Q-0006-SM-9KNTN,,C1,,7.9,Blood,Whole Blood,13756,578,,BP-48441,RNA isolation_PAXgene Blood RNA (Manual),01/17/2014,LCSET-6806,05/12/2015,TruSeq.v1,RNASEQ,,0.990635,785608,0.953633,,0.992046,0.651096,,22626,1,,76,,0.0033297,165,0,9.93E+07,0.0457906,450062,1.00E+08,1.08E+07,,22674,4.94E+07,,,0,0.302537,0.992046,0.645917,9.93E+07,0.00445813,2.16E+07,2.81E+07,2.17E+07,183,2.18E+07,1.40E+07,0.00389311,2.16E+07,49.7919,0.00449691,0.993457,,0,50.1573
GTEX-15D79-0005-SM-7P8TS,,C1,,9.1,Blood,Whole Blood,13756,745,,BP-48441,RNA isolation_PAXgene Blood RNA (Manual),01/17/2014,LCSET-6759,04/06/2015,TruSeq.v1,RNASEQ,,0.906098,512502,0.961273,,0.942206,0.749449,,21649,1,,76,,0.00419563,104,0,7.85E+07,0.037606,232965,8.34E+07,1.23E+07,,21660,3.76E+07,,,0,0.211823,0.942206,0.706136,7.85E+07,0.0110929,1.73E+07,9.71E+07,1.69E+07,116,1.86E+07,1.65E+07,0.0075121,1.86E+07,50.0202,0.00279482,0.978313,,0,49.4968
GTEX-15DCD-0006-SM-7RHG4,,C1,,8.2,Blood,Whole Blood,13756,619,,BP-48557,RNA isolation_PAXgene Blood RNA (Manual),01/22/2014,LCSET-6760,04/19/2015,TruSeq.v1,RNASEQ,,0.988269,329709,0.977959,,0.990275,0.78607,,21214,1,,76,,0.00288781,177,0,8.96E+07,0.021222,254533,9.05E+07,8.11E+06,,21229,4.46E+07,,,0,0.191889,0.990275,0.778425,8.96E+07,0.00463048,2.04E+07,5.14E+07,2.05E+07,188,2.05E+07,1.79E+07,0.00375738,2.05E+07,49.9648,0.00281214,0.99228,,0,50.1572
GTEX-15DCE-0005-SM-7SB7J,,B1,,9,Blood,Whole Blood,13756,-110,,BP-48557,RNA isolation_PAXgene Blood RNA (Manual),01/22/2014,LCSET-6763,04/27/2015,TruSeq.v1,RNASEQ,,0.966698,1.28E+06,0.942838,,0.969186,0.734758,,20266,1,,76,,0.0025832,140,0,1.13E+08,0.055975,268825,1.16E+08,1.31E+07,,20279,5.60E+07,,,0,0.20808,0.969186,0.712117,1.13E+08,0.0044489,2.52E+07,1.85E+08,2.54E+07,170,2.55E+07,2.61E+07,0.00351365,2.55E+07,49.9486,0.00231386,0.971674,,0,50.1928
GTEX-15DYW-0006-SM-7RHFR,,C1,,7.5,Blood,Whole Blood,13756,413,,BP-48663,RNA isolation_PAXgene Blood RNA (Manual),01/24/2014,LCSET-6760,04/19/2015,TruSeq.v1,RNASEQ,,0.982536,280363,0.980098,,0.985151,0.815418,,20251,1,,76,,0.00262905,157,0,9.02E+07,0.0194221,465272,9.16E+07,9.26E+06,,20264,4.49E+07,,,0,0.16468,0.985151,0.80331,9.02E+07,0.0043594,2.06E+07,7.27E+07,2.08E+07,177,2.08E+07,1.99E+07,0.00349193,2.08E+07,50.0017,0.00508097,0.987766,,0,50.16
GTEX-15DZA-0005-SM-9JGFP,,B1,,5.6,Blood,Whole Blood,13756,-258,,BP-48809,RNA isolation_PAXgene Blood RNA (Manual),01/28/2014,LCSET-6805,04/27/2015,TruSeq.v1,RNASEQ,,0.980517,709996,0.964338,,0.981551,0.81583,,20181,1,,76,,0.002314,374,0,1.25E+08,0.0349692,515156,1.27E+08,6.24E+06,,20194,6.21E+07,,,0,0.148508,0.981551,0.800779,1.25E+08,0.00358265,2.77E+07,1.08E+08,2.81E+07,337,2.80E+07,2.61E+07,0.00294766,2.79E+07,49.9426,0.00405338,0.982586,,0,50.3236
GTEX-15EO6-0005-SM-7PBZC,,C1,,6.7,Blood,Whole Blood,13756,1361,,BP-48809,RNA isolation_PAXgene Blood RNA (Manual),01/28/2014,LCSET-6761,04/12/2015,TruSeq.v1,RNASEQ,,0.942305,236085,0.987999,,0.945031,0.815192,,15195,1,,76,,0.00280687,100,0,1.00E+08,0.0104016,156201,1.06E+08,1.32E+07,,15195,4.99E+07,,,0,0.172807,0.945031,0.770382,1.00E+08,0.00530138,2.44E+07,2.06E+08,2.43E+07,147,2.44E+07,2.94E+07,0.00405053,2.47E+07,50.3298,0.00146996,0.947756,,0,49.8424
GTEX-15ETS-0005-SM-9KNTJ,,B1,,7.9,Blood,Whole Blood,13756,1355,,BP-48809,RNA isolation_PAXgene Blood RNA (Manual),01/28/2014,LCSET-6806,05/12/2015,TruSeq.v1,RNASEQ,,0.990996,849787,0.952041,,0.992191,0.789646,,20027,1,,76,,0.00324571,275,0,1.06E+08,0.0472725,544732,1.07E+08,1.26E+07,,20046,5.28E+07,,,0,0.162394,0.992191,0.78348,1.06E+08,0.00421498,2.30E+07,7.03E+07,2.32E+07,258,2.32E+07,2.06E+07,0.00372976,2.30E+07,49.7741,0.00509966,0.993387,,0,50.2519
GTEX-15EU6-0005-SM-7P8RJ,,B1,,6.7,Blood,Whole Blood,13756,-84,,BP-48809,RNA isolation_PAXgene Blood RNA (Manual),01/28/2014,LCSET-6759,04/06/2015,TruSeq.v1,RNASEQ,,0.918641,685044,0.961998,,0.951124,0.816553,,18459,1,,76,,0.00354427,121,0,8.65E+07,0.0367033,403823,9.09E+07,1.15E+07,,18464,4.16E+07,,,0,0.145445,0.951124,0.776643,8.65E+07,0.0103001,1.91E+07,1.00E+08,1.88E+07,144,2.04E+07,2.01E+07,0.0068068,2.05E+07,50.1869,0.00444032,0.983607,,0,49.5619
GTEX-15G19-0006-SM-9KNW6,,C1,,8.5,Blood,Whole Blood,13756,499,,BP-48944,RNA isolation_PAXgene Blood RNA (Manual),01/31/2014,LCSET-6806,05/12/2015,TruSeq.v1,RNASEQ,,0.973194,901080,0.95784,,0.974524,0.768363,,19246,1,,76,,0.00269745,110,0,8.78E+07,0.0414257,125269,9.01E+07,1.03E+07,,19260,4.37E+07,,,0,0.189477,0.974524,0.748788,8.78E+07,0.00415978,2.00E+07,1.34E+08,2.02E+07,136,2.03E+07,2.08E+07,0.00342762,2.01E+07,49.8474,0.00138998,0.975853,,0,50.2203
GTEX-15G1A-0006-SM-7PC1Z,,B1,,7,Blood,Whole Blood,13756,-126,,BP-48944,RNA isolation_PAXgene Blood RNA (Manual),01/31/2014,LCSET-6762,04/10/2015,TruSeq.v1,RNASEQ,,0.989253,590707,0.96605,,0.991798,0.853407,,18279,1,,76,,0.00325313,162,0,8.55E+07,0.0337229,421669,8.62E+07,1.39E+07,,18285,4.25E+07,,,0,0.112643,0.991798,0.846407,8.55E+07,0.00436888,1.88E+07,3.70E+07,1.90E+07,180,1.91E+07,1.89E+07,0.00380957,1.90E+07,49.8405,0.00489385,0.994342,,0,50.2231
GTEX-15RIE-0006-SM-7MKF8,,B1,,9.2,Blood,Whole Blood,13756,-47,,BP-49273,RNA isolation_PAXgene Blood RNA (Manual),02/10/2014,LCSET-6756,03/23/2015,TruSeq.v1,RNASEQ,,0.966944,739401,0.968384,,0.972048,0.826393,,18702,1,,76,,0.00359931,126,0,8.91E+07,0.0308405,346133,9.16E+07,1.28E+07,,18708,4.42E+07,,,0,0.14199,0.972048,0.803294,8.91E+07,0.00504269,2.05E+07,1.14E+08,2.04E+07,151,2.06E+07,2.28E+07,0.00431721,2.07E+07,50.1525,0.00377804,0.977151,,0,49.9081
GTEX-15RIF-0005-SM-7RHGH,,B1,,9.1,Blood,Whole Blood,13756,-370,,BP-49273,RNA isolation_PAXgene Blood RNA (Manual),02/10/2014,LCSET-6760,04/19/2015,TruSeq.v1,RNASEQ,,0.991515,449852,0.964662,,0.993441,0.830425,,19088,1,,76,,0.00266836,203,0,9.14E+07,0.03487,522932,9.20E+07,8.77E+06,,19101,4.55E+07,,,0,0.134237,0.993441,0.824978,9.14E+07,0.00407598,2.01E+07,4.51E+07,2.03E+07,225,2.03E+07,1.86E+07,0.0033708,2.02E+07,49.9081,0.00568595,0.995367,,0,50.1952
GTEX-15RIG-0006-SM-7PC1N,,B1,,8.8,Blood,Whole Blood,13756,-57,,BP-49273,RNA isolation_PAXgene Blood RNA (Manual),02/10/2014,LCSET-6762,04/10/2015,TruSeq.v1,RNASEQ,,0.985815,922267,0.948025,,0.989562,0.814153,,19403,1,,76,,0.00391958,169,0,8.72E+07,0.0514205,522967,8.81E+07,1.45E+07,,19414,4.33E+07,,,0,0.133872,0.989562,0.805655,8.72E+07,0.00525859,1.87E+07,5.11E+07,1.90E+07,175,1.91E+07,1.75E+07,0.00458655,1.89E+07,49.7399,0.00593469,0.993309,,0,50.3557
GTEX-15RJ7-0006-SM-7RHHM,,B1,,8.1,Blood,Whole Blood,13756,1289,,BP-49273,RNA isolation_PAXgene Blood RNA (Manual),02/10/2014,LCSET-6760,04/19/2015,TruSeq.v1,RNASEQ,,0.980782,518184,0.971669,,0.983329,0.826211,,19351,1,,76,,0.00243196,163,0,1.02E+08,0.027713,244820,1.04E+08,9.94E+06,,19359,5.07E+07,,,0,0.145458,0.983329,0.812437,1.02E+08,0.00448039,2.32E+07,9.51E+07,2.33E+07,191,2.34E+07,2.50E+07,0.00345352,2.35E+07,50.0702,0.00236099,0.985875,,0,50.09
GTEX-15RJE-0006-SM-7PC1J,,B1,,7.5,Blood,Whole Blood,13756,1165,,BP-49273,RNA isolation_PAXgene Blood RNA (Manual),02/10/2014,LCSET-6762,04/10/2015,TruSeq.v1,RNASEQ,,0.95144,407655,0.982027,,0.95533,0.809092,,17526,1,,76,,0.00311565,114,0,1.01E+08,0.01567,347660,1.06E+08,1.62E+07,,17532,4.99E+07,,,0,0.172936,0.95533,0.772949,1.01E+08,0.00582798,2.38E+07,1.78E+08,2.36E+07,147,2.37E+07,2.74E+07,0.0044663,2.41E+07,50.3579,0.00329472,0.95922,,0,49.7934
GTEX-15SB6-0005-SM-7P8OO,,B1,,9.4,Blood,Whole Blood,13756,-48,,BP-49507,RNA isolation_PAXgene Blood RNA (Manual),02/14/2014,LCSET-6758,04/05/2015,TruSeq.v1,RNASEQ,,0.979371,1.12E+06,0.956103,,0.981443,0.791847,,19631,1,,76,,0.00318831,270,0,1.18E+08,0.0429809,268018,1.20E+08,1.77E+07,,19643,5.87E+07,,,0,0.164256,0.981443,0.777152,1.18E+08,0.00416743,2.63E+07,1.32E+08,2.66E+07,260,2.67E+07,2.77E+07,0.00367684,2.64E+07,49.7974,0.00222887,0.983515,,0,50.2461
GTEX-15SDE-0006-SM-7PC19,,B1,,9.2,Blood,Whole Blood,13756,-57,,BP-49507,RNA isolation_PAXgene Blood RNA (Manual),02/14/2014,LCSET-6761,04/12/2015,TruSeq.v1,RNASEQ,,0.985507,717810,0.960045,,0.988717,0.823482,,22246,1,,76,,0.00402175,286,0,1.28E+08,0.0382098,693833,1.30E+08,1.66E+07,,22266,6.36E+07,,,0,0.136563,0.988717,0.814191,1.28E+08,0.00595134,2.79E+07,6.21E+07,2.81E+07,330,2.82E+07,2.63E+07,0.00498341,2.82E+07,49.9651,0.00535176,0.991928,,0,50.1152
GTEX-16AAH-0005-SM-7P8RD,,B1,,6.2,Blood,Whole Blood,13756,-92,,BP-49977,RNA isolation_PAXgene Blood RNA (Manual),02/28/2014,LCSET-6759,04/06/2015,TruSeq.v1,RNASEQ,,0.889549,640343,0.955088,,0.934231,0.791518,,18406,1,,76,,0.00418956,97,0,7.00E+07,0.0433732,341034,7.49E+07,1.09E+07,,18411,3.32E+07,,,0,0.163571,0.934231,0.739461,7.00E+07,0.0118617,1.52E+07,9.18E+07,1.49E+07,111,1.67E+07,1.57E+07,0.00784217,1.68E+07,50.2084,0.00455467,0.978914,,0,49.4547
GTEX-16BQI-0006-SM-7SB6K,,B1,,5.9,Blood,Whole Blood,13756,-81,,BP-49977,RNA isolation_PAXgene Blood RNA (Manual),02/28/2014,LCSET-6763,04/27/2015,TruSeq.v1,RNASEQ,,0.986433,840200,0.94208,,0.989197,0.731672,,20046,1,,76,,0.00292264,124,0,7.66E+07,0.0573192,249741,7.74E+07,8.91E+06,,20073,3.81E+07,,,0,0.210408,0.989197,0.723768,7.66E+07,0.00472664,1.65E+07,5.54E+07,1.67E+07,142,1.68E+07,1.35E+07,0.00382212,1.67E+07,49.937,0.00322526,0.991961,,0,50.3224
GTEX-16MT8-0005-SM-7PBYO,,C1,,7.3,Blood,Whole Blood,13756,403,,BP-50067,RNA isolation_PAXgene Blood RNA (Manual),03/03/2014,LCSET-6761,04/12/2015,TruSeq.v1,RNASEQ,,0.937188,452462,0.979061,,0.940926,0.805861,,16229,1,,76,,0.0028112,103,0,1.03E+08,0.018941,107058,1.10E+08,1.60E+07,,16230,5.12E+07,,,0,0.1732,0.940926,0.758256,1.03E+08,0.00527218,2.47E+07,2.26E+08,2.46E+07,155,2.47E+07,2.94E+07,0.0040368,2.50E+07,50.3426,0.000976192,0.944664,,0,49.9667
GTEX-16MT9-0006-SM-7MXTU,,C1,,7,Blood,Whole Blood,13756,471,,BP-50067,RNA isolation_PAXgene Blood RNA (Manual),03/03/2014,LCSET-6757,03/27/2015,TruSeq.v1,RNASEQ,,0.965537,192436,0.979823,,0.975552,0.812137,,19239,1,,76,,0.00334951,115,0,6.86E+07,0.0196074,289926,7.03E+07,1.17E+07,,19253,3.39E+07,,,0,0.167685,0.975552,0.792282,6.86E+07,0.00507351,1.57E+07,7.18E+07,1.58E+07,125,1.61E+07,1.60E+07,0.00420266,1.60E+07,49.9662,0.00412551,0.985567,,0,50.167
GTEX-16MTA-0005-SM-7RHFT,,B1,,7.3,Blood,Whole Blood,13756,-85,,BP-50067,RNA isolation_PAXgene Blood RNA (Manual),03/03/2014,LCSET-6760,04/19/2015,TruSeq.v1,RNASEQ,,0.989237,316327,0.974862,,0.991073,0.837032,,18417,1,,76,,0.00258127,197,0,9.36E+07,0.0243065,384338,9.44E+07,9.20E+06,,18428,4.66E+07,,,0,0.13783,0.991073,0.829559,9.36E+07,0.00396351,2.14E+07,7.74E+07,2.15E+07,207,2.15E+07,2.19E+07,0.00327111,2.15E+07,49.9629,0.00407022,0.992908,,0,50.1711
GTEX-16NGA-0006-SM-9JGFQ,,B1,,7.5,Blood,Whole Blood,13756,-43,,BP-50067,RNA isolation_PAXgene Blood RNA (Manual),03/03/2014,LCSET-6805,04/27/2015,TruSeq.v1,RNASEQ,,0.980079,552352,0.973221,,0.981119,0.809648,,20546,1,,76,,0.00240608,269,0,1.34E+08,0.026077,509155,1.36E+08,6.91E+06,,20564,6.67E+07,,,0,0.163574,0.981119,0.79436,1.34E+08,0.00324468,3.04E+07,1.24E+08,3.07E+07,305,3.07E+07,3.06E+07,0.00282494,3.05E+07,49.8633,0.00373492,0.982158,,0,50.2042
GTEX-16NPV-0005-SM-7PC2F,,C1,,7.2,Blood,Whole Blood,13756,526,,BP-50230,RNA isolation_PAXgene Blood RNA (Manual),03/07/2014,LCSET-6762,04/10/2015,TruSeq.v1,RNASEQ,,0.976899,629396,0.96913,,0.981893,0.768701,,19533,1,,76,,0.00374252,126,0,8.92E+07,0.0298323,285674,9.09E+07,1.57E+07,,19547,4.42E+07,,,0,0.200429,0.981893,0.754782,8.92E+07,0.00553674,2.03E+07,1.01E+08,2.04E+07,148,2.06E+07,1.91E+07,0.00463507,2.06E+07,49.9887,0.00314444,0.986886,,0,50.0922
GTEX-16NPX-0005-SM-7MKGG,,C1,,7.3,Blood,Whole Blood,13756,507,,BP-50230,RNA isolation_PAXgene Blood RNA (Manual),03/07/2014,LCSET-6756,03/23/2015,TruSeq.v1,RNASEQ,,0.982029,499763,0.968767,,0.987731,0.800448,,18778,1,,76,,0.00435566,126,0,7.02E+07,0.0306192,236477,7.11E+07,1.07E+07,,18789,3.48E+07,,,0,0.168319,0.987731,0.790627,7.02E+07,0.00584857,1.53E+07,3.08E+07,1.55E+07,138,1.57E+07,1.33E+07,0.00509781,1.55E+07,49.7502,0.00332594,0.993432,,0,50.4635
GTEX-16XZY-0006-SM-7SB99,,B1,,7.5,Blood,Whole Blood,13756,-74,,BP-50309,RNA isolation_PAXgene Blood RNA (Manual),03/10/2014,LCSET-6763,04/27/2015,TruSeq.v1,RNASEQ,,0.989006,2.77E+06,0.901293,,0.990784,0.701217,,20161,1,,76,,0.00256252,206,0,1.06E+08,0.0982143,519978,1.07E+08,1.12E+07,,20190,5.29E+07,,,0,0.200075,0.990784,0.694755,1.06E+08,0.00387136,2.18E+07,1.28E+08,2.22E+07,216,2.22E+07,1.90E+07,0.00321577,2.20E+07,49.7546,0.00485204,0.992562,,0,50.4108
GTEX-16XZZ-0006-SM-7MKF5,,C1,,8.3,Blood,Whole Blood,13756,312,,BP-50309,RNA isolation_PAXgene Blood RNA (Manual),03/10/2014,LCSET-6756,03/23/2015,TruSeq.v1,RNASEQ,,0.939058,361897,0.985357,,0.943832,0.825159,,16426,1,,76,,0.00338416,100,0,9.60E+07,0.0129423,251405,1.02E+08,1.20E+07,,16426,4.76E+07,,,0,0.160198,0.943832,0.778811,9.60E+07,0.00546288,2.33E+07,1.84E+08,2.28E+07,143,2.30E+07,2.80E+07,0.00441826,2.36E+07,50.6263,0.0024714,0.948605,,0,49.4781
GTEX-16YQH-0006-SM-7P8OQ,,C1,,8,Blood,Whole Blood,13756,792,,BP-50507,RNA isolation_PAXgene Blood RNA (Manual),03/14/2014,LCSET-6758,04/05/2015,TruSeq.v1,RNASEQ,,0.975026,369511,0.981854,,0.976782,0.79756,,20137,1,,76,,0.003165,203,0,1.07E+08,0.016914,548154,1.09E+08,1.58E+07,,20156,5.31E+07,,,0,0.184294,0.976782,0.779042,1.07E+08,0.00403848,2.44E+07,1.04E+08,2.47E+07,244,2.47E+07,2.46E+07,0.00360096,2.46E+07,49.8928,0.00501014,0.978538,,0,50.296
GTEX-16Z82-0005-SM-7PBXZ,,C1,,8.3,Blood,Whole Blood,13756,448,,BP-50507,RNA isolation_PAXgene Blood RNA (Manual),03/14/2014,LCSET-6761,04/12/2015,TruSeq.v1,RNASEQ,,0.981662,492038,0.974249,,0.985181,0.798724,,20913,1,,76,,0.00312431,203,0,1.07E+08,0.0244869,412120,1.08E+08,1.38E+07,,20926,5.30E+07,,,0,0.175525,0.985181,0.786888,1.07E+08,0.00563179,2.42E+07,9.37E+07,2.44E+07,211,2.45E+07,2.41E+07,0.00437357,2.45E+07,50.0618,0.00380847,0.988701,,0,50.1868
GTEX-178AV-0005-SM-9JGFM,,B1,,8.1,Blood,Whole Blood,13756,-182,,BP-50507,RNA isolation_PAXgene Blood RNA (Manual),03/14/2014,LCSET-6805,04/27/2015,TruSeq.v1,RNASEQ,,0.973175,568938,0.96946,,0.974396,0.792764,,18626,1,,76,,0.00191589,111,0,8.40E+07,0.0296037,223351,8.62E+07,4.60E+06,,18633,4.18E+07,,,0,0.176696,0.974396,0.772466,8.40E+07,0.00314299,1.94E+07,1.19E+08,1.96E+07,132,1.96E+07,2.11E+07,0.00252867,1.95E+07,49.8508,0.00259137,0.975617,,0,50.2341
GTEX-17EUY-0006-SM-7P8SB,,B1,,8.5,Blood,Whole Blood,13756,-229,,BP-50738,RNA isolation_PAXgene Blood RNA (Manual),03/21/2014,LCSET-6759,04/06/2015,TruSeq.v1,RNASEQ,,0.926085,931484,0.952501,,0.959416,0.808758,,21924,1,,76,,0.00450178,167,0,9.91E+07,0.0466816,325283,1.03E+08,1.59E+07,,21939,4.77E+07,,,0,0.143743,0.959416,0.775934,9.91E+07,0.00954154,2.07E+07,5.47E+07,2.08E+07,181,2.26E+07,2.03E+07,0.00693412,2.22E+07,49.5591,0.00314908,0.992746,,0,50.191
GTEX-17EVP-0005-SM-7P8RC,,C1,,7.9,Blood,Whole Blood,13756,792,,BP-50738,RNA isolation_PAXgene Blood RNA (Manual),03/21/2014,LCSET-6759,04/06/2015,TruSeq.v1,RNASEQ,,0.902016,273898,0.980746,,0.931605,0.77738,,19204,1,,76,,0.00388222,88,0,7.98E+07,0.0172205,205269,8.57E+07,1.21E+07,,19211,3.85E+07,,,0,0.203366,0.931605,0.724211,7.98E+07,0.0101963,1.84E+07,1.26E+08,1.78E+07,118,1.93E+07,1.93E+07,0.00693896,1.95E+07,50.3531,0.00239511,0.961194,,0,49.1544
GTEX-17EVQ-0006-SM-7MGWB,,C1,,8.6,Blood,Whole Blood,13756,861,,BP-50738,RNA isolation_PAXgene Blood RNA (Manual),03/21/2014,LCSET-6755,04/12/2015,TruSeq.v1,RNASEQ,,0.96628,184787,0.987007,,0.967743,0.819592,,13990,1,,76,,0.0026236,57,0,6.63E+07,0.0117289,47502,6.85E+07,5.29E+06,,13991,3.30E+07,,,0,0.167415,0.967743,0.793154,6.63E+07,0.00352275,1.62E+07,1.36E+08,1.61E+07,99,1.61E+07,2.03E+07,0.0030725,1.63E+07,50.3263,0.000693304,0.969205,,0,49.8022
GTEX-17GQL-0005-SM-7MKF4,,B1,,6.9,Blood,Whole Blood,13756,-60,,BP-50944,RNA isolation_PAXgene Blood RNA (Manual),03/28/2014,LCSET-6756,03/23/2015,TruSeq.v1,RNASEQ,,0.981276,1.18E+06,0.933498,,0.9864,0.779528,,17308,1,,76,,0.0035228,105,0,7.06E+07,0.0659651,345032,7.16E+07,9.90E+06,,17314,3.50E+07,,,0,0.15397,0.9864,0.768927,7.06E+07,0.00551024,1.53E+07,9.44E+07,1.54E+07,116,1.55E+07,1.60E+07,0.00451136,1.56E+07,50.2157,0.00482125,0.991523,,0,50.1562
