probe,closestTSSstrand,distTSS,closestTSSgene,closestTSSpos
cg00807985,+,-58,TBC1D14,6911552
cg17186373,-,-30,ELOC,74884426
cg27359731,-,337,ERFL,42432601
cg22766014,+,796,ANTXR1,69240310
cg10864356,-,120,CUTA,33385884
cg24581160,+,-643,PSMC5,61904790
cg17752846,+,72,MTX2,177134169
cg10274364,+,-282,MAEA,1283678
cg16671114,+,-513,DIPK2A,143691922
cg14926439,+,-142,NF2,29999544
cg15875062,+,-299,ATAD3B,1407144
cg20445582,+,-11616,PDGFRA,55095459
cg18979802,-,91,KCNJ5-AS1,128775604
cg02131967,+,-315,ACE,61554421
cg15258847,+,121,LINC00667,5238098
cg25945732,-,-172,SH3YL1,264032
cg02715291,+,-122,FIP1L1,54243807
cg24598449,+,-11,FBXO6,11724256
cg04209650,-,511,ALDH3A1,19648772
cg07898651,+,164,RAB3GAP1,135809861
cg01583034,+,-9,CHST11,104850725
cg07814338,+,109,GARRE1,34745458
cg06475626,+,-26209,HLF,53342320
cg09644986,+,-73,GAPDH,6644429
cg08392069,-,-64,SNORD60,2205106
cg23048481,+,103329,LINC01685,38940867
cg06529468,-,-36,KRI1,10676686
cg01766368,+,288,RPRD2,150336622
cg04074793,-,313,MKI67,129924687
cg21692846,+,-197,GLB1L3,134146272
cg16424945,-,-10458,LEO1,52263975
cg19904398,+,39,RHNO1,2986388
cg02323779,+,19877,ZNF114,48774543
cg21901946,+,22298,MIR593,127721912
cg08578245,+,1653,LTC4S,179220986
cg03066485,-,-133,NEURL4,7232654
cg02062348,+,-223,ATP6V0A2,124196899
cg05347736,+,-2074,HES3,6304238
cg12677248,+,-156,RARS1,167913475
cg22758700,+,-138,ZNF655,99156264
cg03067462,+,152,TSSC4,2421979
cg23739994,-,-171,GPR83,94134585
cg25461827,-,-30944,LINC02999,133770738
cg25712735,+,126,ARHGEF25,58005217
cg22730042,-,-605,U2AF1,44527688
cg09063111,-,-316,SELENOM,31503554
cg20695297,+,78,S1PR4,3178766
cg14957639,+,-144,ACAD9,128598462
cg02479773,+,4371,LRRC14,145743375
cg10626925,-,40,MOB1A,74406006
cg11904590,+,154,TPST1,65670320
cg08056012,+,-248,ATP2C1,130612927
cg08475257,+,-207,SF3B2,65819834
cg26623551,+,110,MRTFB,14164918
cg08648367,-,-4576,SIGLEC10,51920896
cg21226546,-,-164,GXYLT1,42538676
cg22287067,-,57,NOL4,31803515
cg08355340,-,244,MPHOSPH6,82203829
cg04475037,-,-226,RILPL1,124018266
cg05047465,+,209,RAB18,27793232
cg24102761,+,-121,CASP7,115439427
cg26320410,+,-119,TTLL3,9851945
cg02523424,-,-39,CBX7,39548685
cg02506043,-,-36,RCC2,17765032
cg20040488,+,2886,HCG15,28953624
cg21803754,-,58,PSMA7,60718450
cg04937561,-,309,SSRP1,57103366
cg19280530,-,-50,ZNF235,44809178
cg05261336,+,10088,CYP2W1,1022816
cg22177356,+,-136,ZCCHC3,278210
cg24160082,-,-102,YIPF1,54355470
cg01459673,-,-13,CCNE2,95907429
cg25926767,-,93,RRP8,6624846
cg08878390,+,169,DRC3,17876175
cg20569593,+,-116,ZNF316,6676948
cg16863718,+,-6609,BRSK2,1411163
cg20694461,-,207,FUCA1,24194780
cg24810439,-,1731,HRK,117319246
cg01417615,-,-47,RAB3B,52456372
cg17035412,-,-12,SNX10-AS1,26415889
cg08611093,+,2437,GLI1,57853567
cg18712672,-,-102,RSL24D1,55489139
cg04171329,+,-158,SCARNA17,47340392
cg06936647,+,-11557,BARX2,129245742
cg09124081,+,-325,DEGS1,224370941
cg25497877,+,708,BRCA2,32889644
cg01334972,-,223,ARAP1,72463453
cg11980147,+,-207,HSD17B12,43702287
cg21315798,+,175,PIM3,50354419
cg08177017,+,-351,SLF2,102672719
cg03053893,-,215,SDK2,71640584
cg19966618,+,-54,ACAD8,134123461
cg14952000,+,242,RPS28,8386379
cg24059976,-,236,MYCL,40367589
cg07377675,+,-190,USP1,62902065
cg00315775,+,198,LINC00847,180257956
cg12989642,-,341,PURB,44925129
cg18943693,-,-7094,DCST1-AS1,155036467
cg16535510,+,-91,TOP1,39657461
cg22822919,+,31,KIF1B,10270627
cg07309082,-,191,ZNF687-AS1,151254405
cg23069167,+,3135,PTPRG,61547244
cg07079719,+,-8317,CIRBP,1269330
cg27554844,-,-199,EFCAB6,44208185
cg12336788,+,-260,SMIM3,150158318
cg21478222,-,-433,ELK4,205601139
cg26861703,-,-210,DSC3,28622708
cg04560581,+,-268,SLC48A1,48167020
cg00999865,+,-3046,LINC01629,77425980
cg14417407,-,-825,BCAR3,94312775
cg09282338,+,-836,NXT1,23331427
cg14172603,-,-3261,PAX5,37034265
cg10813475,+,65953,STX11,144471653
cg21317088,-,-216,MEX3C,48724051
cg00360468,-,-15,PRMT9,148605314
cg15957615,-,-108,MRPS24,43909116
cg05654422,+,-134,TBCD,80709940
cg16373023,+,104,TLN2,62682748
cg01138981,-,-176,KIF6,39693184
cg06296107,-,218,EXOSC1,99205763
cg11520665,-,39,DNAJC14,56223371
cg19311602,-,42,IWS1,128284065
cg08337623,+,-84,ADAMTS14,72432261
cg27075724,-,-168,BTG3,18985219
cg16361892,+,-201,FAM210B,54934029
cg01772115,-,-30,GEMIN8P4,90460525
cg05947402,-,-3,AMIGO1,110052349
cg25277534,-,366,DDAH1,85930842
cg08969912,-,-2492,BCL6,187454289
cg02964389,+,18,PSMD9,122326695
cg18416022,-,318,ZNF416,58090279
cg12384572,-,-465,USP4,49377486
cg12943155,+,-49,PODXL2,127348027
cg05302386,+,110,PTGDR,52734415
cg06312785,+,562,PPP2R3A,135684569
cg06385118,+,-80,GUSBP5,144480624
cg19221959,+,442,PPP1R9A,94536905
cg02527529,+,382,HROB,42219297
cg25508527,-,-558,INSR,7294425
cg11965514,-,82,C8orf76,124253617
cg04590284,-,109,ALKBH4,102105310
cg05296832,+,-189,HAUS5,36103636
cg19707654,-,-128,B4GALT5,48330415
cg27589366,+,8,TRAPPC5,7745718
cg21908116,+,-725,LRRC1,53659802
cg24093178,-,598,DHRS7,60632116
cg10374872,+,-37,MORC3,37692494
cg16643813,-,232,LOC101929762,120133799
cg11831058,-,19,CNBP,128902739
cg20759222,+,-8771,SH2B3,111843726
cg20004175,-,-262,SGPP1,64194783
cg26215227,+,-221,MAPK1IP1L,55518364
cg10594237,+,156,LINC00888,183165438
cg10524152,+,-1,ADRA2A,112836786
cg06748231,-,-73,SLC12A7,1112178
cg04208151,-,130,INKA2,112298419
cg18675517,+,-10364,CCN6,112375306
cg12999362,+,15539,HSPB1,75931989
cg14661537,+,-476,BRD2,32940860
cg00907843,-,-36,MLXIPL,73038852
cg01530317,-,88,WRAP73,3566667
cg23609571,-,-177,SLC8A3,70655668
cg26417604,+,-145,ZFYVE16,79703882
cg23699933,-,59,BCL2,60987002
cg21961831,-,51,ZNF599,35264120
cg22346581,+,66,OXR1,107282417
cg08443635,-,216,TSC22D4-C7ORF61,100076837
cg18665036,-,694,SMAD9,37494173
cg13182412,-,-238,H3-3B,73775860
cg22367989,+,-564,NRP2,206547224
cg14497673,-,-227,EMB,49737122
cg02787772,+,-26,DPYSL2,26435460
cg02743985,-,12,CIR1,175260440
cg17076789,-,-290,IBTK,82957461
cg16285240,+,-41,SMC3,112327452
cg06232999,-,-379,LTA4H,96429365
cg26600608,-,-9750,MIR8089,180470484
cg13576006,+,-123,UBAP2L,154193779
cg21627589,-,113,OSBPL7,45899160
cg21752338,-,362,ZNF219,21572881
cg06240849,-,48,EFCAB14,47184786
cg26131881,-,2122,XPO1,61765491
cg04068910,-,6,CHUK,101989353
cg15455752,-,-19,NUDT6,123843752
cg11172693,+,-110,PPP1R16B,37434339
cg05058516,-,-23,C4orf46,159593208
cg06124418,+,54,DUBR,106959538
cg17890984,-,-49,TGDS,95248406
cg07354861,-,-27,COLCA1,111169934
cg07626637,-,-5,DPP8,65810027
cg03083632,+,-71,ZNF707,144766648
cg19813030,-,7,LINC01058,30996381
cg11794728,-,206,KLF12,74708066
cg26717983,+,67,RIMS1,72596405
cg04296434,-,264,PEDS1-UBE2V1,48770260
cg01601746,+,-34,ZNF549,58038723
cg01854969,+,-734,FXYD5,35645637
cg01591431,+,-23,JHY,122753466
cg02599172,+,517,SLC30A5,68389840
cg02574293,+,-182,SRD5A3,56212408
cg21143892,+,-120,EXOC4,132937833
cg11737403,+,-62,ZNF460,57791349
cg03130533,+,537,TUBB,30688128
cg01913958,-,-162,IPO4,24658022
cg07063089,-,-212,HACD2,123303900
cg23709117,+,0,FOXO3,108882119
cg25254014,-,-53,PARP16,65579221
cg09577841,-,13847,KLHL31,53530554
cg20903764,+,-2,WEE1,9595216
cg09503927,-,454,RPL9,39460542
cg10400825,+,-147,NF2,29999544
cg16327227,-,-275,DTNB,25896446
cg09570682,+,-104767,PRDM1,106534210
cg01722185,-,400,PUM2,20550605
cg07227350,-,-52,GPR63,97285353
cg01590416,-,-228,ZNF287,16472526
cg09735014,-,15780,PCDH1,141245767
cg03855256,+,226,ZNF330,142142048
cg08230118,-,-664,TRIM26,30181183
cg08413366,-,-148,PPP3CB,75255782
cg13109865,-,-452,IER5L,131940540
cg13428749,+,-207,UHRF2,6413198
cg06961098,+,-550,HAS3,69141442
cg21595526,-,128,GABPB1,50647395
cg08478074,-,-103,ALX3,110613294
cg09560911,-,751,TNFRSF21,47277641
cg13905586,-,4015,SHH,155601857
cg25832370,-,-65,UBE2G1,4269970
cg22487209,+,-30,ELP3,27950655
cg24782146,-,-185,TMEM259,1021122
cg06193958,+,-1882,MIR196A2,54385521
cg20068463,-,-365,PDIA4,148725597
cg06308025,+,-6254,FOXJ2,8185311
cg02550027,-,-37,BLOC1S2,102046437
cg23831155,-,-161,P3H4,39968201
cg18877969,-,-170,NMUR1,232395156
cg14101193,+,-25460,FGFR3,1795019
cg00090800,+,-57,IL4R,27325294
cg08532870,-,61,ERRFI1,8086369
cg13478957,+,-379,INTS3,153700525
cg06442790,-,35,KYAT3,89458431
cg10268230,-,42,LINC02551,130732005
cg00305374,-,-228,F3,95007315
cg14552401,+,-929,LINC01990,107149776
cg13565152,-,-180,HINT2,35815039
cg18515291,-,-94,STX1A,73133999
cg19732605,+,115681,CCSER2,86184924
cg09448058,-,-179,SNRPG,70520872
cg10639888,-,-92,RPRM,154335276
cg26372423,+,-272,DGCR8,20067763
cg20224693,+,-46298,TMEM72,45406784
cg07377876,+,-121,GTF2IRD1,73868235
cg15774465,+,65,KCNB2,73449459
cg10251826,-,781,ADAMTS7,79103806
cg15409746,-,70,BCLAF1,136610984
cg17284384,-,-224,SLC45A3,205649637
cg27241190,-,-73,RND1,49259653
cg11283154,-,-53,SLC38A9,55008163
cg01916446,-,-50,FBXO31,87425727
cg19735439,+,-10,RPS28,8386379
cg07074757,+,23,RNU4ATAC,122288455
cg26679405,-,-80,DPP3-DT,66247720
cg12905688,+,-75,RBM5,50126351
cg04324126,-,15,RTN4,55277587
cg16879222,+,-503,RND2,41177247
cg22737917,-,116,ENC1,73936553
cg09935736,-,-236,LGI3,22014319
cg02169734,-,297,ELOVL4,80657270
cg09174421,-,188,DBN1,176900635
cg16831085,-,33924,LOC102724323,45948569
cg15559909,-,201,DENND6A,57678804
cg25694349,+,-830,FBRSL1,133066736
cg11218092,-,0,LMCD1-AS1,8543344
cg03384825,-,128,DAB1,57889732
cg22111082,-,72,TRIM11,228594536
cg24910938,-,28,STAU1,47835832
cg21957399,+,-524,IMPA2,11981505
cg23347273,+,4679,LIPE-AS1,42901299
cg04490108,+,410,RPRD2,150336622
cg08583973,+,-174,DNAJA3,4475868
cg04571742,-,31,DCAF1,51534031
cg23478105,-,-32,PARP16,65579221
cg26701807,+,610,AP1M1,16308721
cg14283569,-,-1562,KLK4,51414651
cg11879182,+,54,CTDP1,77439802
cg22718729,-,525,APBB2,41216559
cg11705881,-,-88,RPS14,149829302
cg24602552,-,456,LRRN2,204654866
cg07750655,+,12,ALG1,5121843
cg08959305,+,240,TMEM97,26646225
cg07640233,+,22995,LINC00347,75126979
cg09400281,+,52,EML1,100259749
cg17944282,+,7,RPSA,39448210
cg15551144,-,599,SCMH1,41707978
cg07585587,+,-199,SACM1L,45730887
cg00685025,+,-22,ILRUN-AS1,34664721
cg24305381,-,258,LRRC41,46769288
cg05999191,+,-37,POP1,99129520
cg23371123,+,-206,ZNF451,56954985
cg17863743,-,2022,HPSE2,100995609
cg26245302,-,297,PRKN,163148798
cg06025267,+,-124,SLMAP,57742982
cg27295197,-,401,LINC02026,193721448
cg24973585,+,-144,MARK3,103851751
cg21729388,-,-85,LEO1,52263975
cg06879705,+,-11,LIPT1,99771536
cg22152253,+,373,ALDH16A1,49956481
cg19510057,+,-189,ODR4,186344969
cg05553000,+,-85,SC5D,121163479
cg03960699,-,694,USP34,61698222
cg11057457,-,-193,CEP128,81408082
cg20872579,+,687,MRFAP1,6642411
cg22223430,+,-42345,PSEN2,227058316
cg04184297,+,-44,SLC16A3,80186310
cg11227944,-,103,ORC2,201828383
cg25384897,-,-1088,PSMB8,32812456
cg19589057,-,-98,GANAB,62414085
cg17787366,-,-818,HIP1,75368259
cg25376924,+,180,HSF1,145515285
cg00798029,+,-30,RAB11A,66161828
cg11031180,-,-342,TINF2,24711880
cg17971531,+,103,NCMAP,24882577
cg08118159,+,18811,SPTBN4,41036397
cg14265868,-,-204,PPP1R2,195270148
cg02658657,+,54,NDEL1,8339201
cg24000232,+,-283,POGK,166808711
cg04666202,+,624,ZNF789,99070512
cg02932840,-,53,MPP7,28591993
cg26082174,-,-186,AHNAK2,105444711
cg25568243,+,27,EXO5,40974438
cg16792202,+,-175,EXOSC8,37574922
cg13898518,+,-188,PHLPP1,60382773
cg16272786,+,-43,GUK1,228327979
cg23615248,+,466,TATDN3,212965235
cg25713821,-,56,SUGP2,19144653
cg25822326,+,-87,NET1,5454519
cg16786868,-,-1101,HELZ,65241312
cg18805028,-,873,IRGQ,44100286
cg07055504,-,-51,EOMES,27763814
cg02700478,+,-344,TRIB2,12857061
cg02930242,+,-1303,FGFRL1,1005413
cg15538669,-,-410,HSPA9,137911090
cg01051701,+,-7267,PDP2,66914417
cg11682124,+,-47,KCNK6,38810484
cg05129817,+,83,UTP25,210001316
cg14806252,-,-153,HAUS3,2243848
cg04740229,-,-80,ZNF20,12251165
cg10706910,-,0,ZNF337,25677489
cg03948025,+,222,ZNF282,148892637
cg17219981,-,-139,NRXN2,64490669
cg01946707,-,-1207,PHLDA2,2950650
cg18847612,+,-110,SLC30A5,68389840
cg24487027,+,1069,PCGF5,92922768
cg19348622,+,550,HLA-F,29691210
cg04944410,+,-377,ZNRF2,30324212
cg26944981,+,228,RHOT1,30469520
cg23945789,-,-160,PPP1CC,111180696
cg06596955,+,-28,COQ6,74417004
cg16023551,-,272,RETREG1,16617106
cg21563597,+,-37,SOWAHC,110371940
cg10548807,+,14424,MSGN1,17997726
cg25999043,+,-75,TIMM10B,6502730
cg08970457,-,-71,BIN3,22526634
cg05984522,+,-279,KIF22,29802071
cg12510535,-,-73,COBL,51384506
cg27583997,+,-321,PHF3,64346385
cg07961887,+,-169,FABP5,82192770
cg08404560,+,25,SGO2,201390864
cg13905264,+,-23745,LINC02975,132044694
cg18799266,+,641,FEN1,61560382
cg11012683,+,-17,SPNS2,4402175
cg01352468,+,489,ANKRD13B,27920149
cg17978844,+,63,PLD3,40854601
cg19270764,-,-234,EIF4G3,21503390
cg26682580,+,344,TMEM132C,128751714
cg15235373,+,-55,PHTF2,77428287
cg14112570,-,-83,KYAT1,131644229
cg26440361,+,-65,ORAI1,122064454
cg26155475,+,279,CLIC4,25071937
cg12100506,+,-110,KIF1C,4901244
cg11647421,+,-239,LRRC56,537526
cg22300819,-,-49,ATP6V1H,54755805
cg22855438,+,-21,MIER1,67395938
cg02230701,-,0,TMEM231,75590184
cg16164079,+,-163,RPS3A,152020779
cg12137206,-,126,GPAM,113943523
cg13174850,+,99,UBR7,93673600
cg24329794,-,94,GRSF1,71704978
cg13775913,-,-25,PLSCR3,7297844
cg22856949,-,18,EDRF1-DT,127408062
cg11022985,-,-515,AZI2,28390315
cg09886179,-,-88,PRELID2,145214905
cg23700124,-,16,NUDT6,123843752
cg06919916,-,-243,CDYL2,80838495
cg09010837,-,136,TRAP1,3767525
cg23864376,+,-245,PDSS1,26986629
cg00854006,-,-289,MFSD12,3557584
cg13660803,-,118,ROPN1L-AS1,10441963
cg12170647,-,-52,RAB11FIP2,119806452
cg21960922,+,-38,ANXA4,69969265
cg09998632,-,-54,HOXB7,46688379
cg19963728,-,-159,PREPL,44588633
cg17202313,+,15277,SOX2,181429712
cg01207010,-,51,OTULIN-DT,14664713
cg07677396,+,200,ZYX,143078437
cg24465448,-,26,ASAH1,17942470
cg07309102,-,224,KLF4,110252050
cg12812502,-,-374,ITGB1,33247158
cg24525457,+,9706,NYAP1,100081549
cg16757423,+,314,ARHGEF12,120207121
cg25318270,-,1284,PPP2R2C,6474341
cg09302355,+,-61,FERMT3,63974192
cg10240684,+,-166,DHX9,182808481
cg03203785,-,-107,ZNF615,52511464
cg05919661,-,322,LMBR1L,49504630
cg11702145,+,-39,HCN3,155247253
cg20894465,+,-593,TUBB,30689414
cg03214660,-,806,KLLN,89623290
cg07421415,+,141,NUP107,69080757
cg26933368,+,-458,CTH,70876950
cg17543488,-,-10750,NKX2-5,172662209
cg12058391,-,-107,GGH,63951365
cg02059996,+,-36,ABHD5,43732361
cg03768017,-,-253,ACSL1,185747122
cg06477881,-,-139,LRRC20,72142381
cg02174225,+,-25,JAM3,133938966
cg23677039,-,-185,KIF17,21044500
cg02197919,-,-73,CDK5RAP1,31989375
cg26929490,+,756,NIPBL,36876870
cg17149882,+,1934,SFN,27189639
cg12913496,+,38,TWF2-DT,52273253
cg14526166,+,-77,AP2B1,33914340
cg09177949,-,-586,TTLL12,43583140
cg26264438,+,-163,ABCA7,1040105
cg14765959,+,-104894,PRDM1,106534210
cg02505689,+,-207,DBF4B,42786032
cg01061843,+,32,MTO1,74171459
cg08657424,+,-132,MANEAL,38259518
cg19899312,+,11837,B3GNT6,76745441
cg08335779,-,-129,SHMT1,18266864
cg15244223,+,67,SLC35F1,118228426
cg07979106,+,11,RAP2A,98086422
cg07044708,+,-23188,C15orf39,75494222
cg13607835,+,-70,AMZ1,2727835
cg14218504,-,-22,TOPBP1,133380785
cg08879546,+,102,PTPN18,131113628
cg14209637,-,-133,HPF1,170679095
cg26010908,-,188,C6orf47,31628555
cg09635681,+,30,IQCK,19729592
cg19433769,-,112,ZFYVE28,2420372
cg08676812,+,15870,SCYL1,65292553
cg03536466,-,127,ANKS3,4784272
cg20511268,+,4,TOE1,45805841
cg17104542,+,544,MIER1,67395938
cg19308365,-,32,DCDC1,31391286
cg03563329,+,-43,EAF2,121554055
cg18148045,-,-205,CANT1,77005846
cg14497847,-,-107,SETD3,99947196
cg01136447,+,-27,EEPD1,36192862
cg01133099,+,13,DPH1,1933405
cg20656261,-,390,RASSF2,4804254
cg16630989,+,122535,ZFHX3-AS1,72699031
cg14275738,-,244,SDK2,71640584
cg25255854,-,-594,IRF2,185395704
cg23684878,+,-166,TBC1D30,65218426
cg06089712,+,466,BAZ1A-AS1,35343396
cg18829183,+,619,ARID2,46123488
cg02285922,+,-110,PRR16,119799972
cg09634802,+,375,THRA,38219217
cg15604891,+,37,ATRIP-TREX1,48488182
cg00747362,+,262,MCOLN1,7587509
cg12351140,+,-62,ASIC1,50451378
cg02472414,-,-218,CEP70,138313102
cg18539474,+,277,MAGI3,113933136
cg00906130,-,-158,HPGD,175443639
cg01901107,+,2667,ASIC3,150745617
cg00638075,+,15,RNF40,30773642
cg03217964,+,-230,ZFP1,75182421
cg00682386,+,125,KCNQ4,41249458
cg13895461,-,107,FLJ38576,187112644
cg14564616,-,6702,IRX4,1883039
cg19883384,-,-2549,EBF2,25902929
cg06526882,+,19185,KCNK18,118956999
cg00017461,-,-476,OSM,30662840
cg10064886,-,-90,PSMA3-AS1,58764855
cg06196978,+,-149,MAPRE2,32621376
cg13148126,+,-67,NTN1,8924826
cg00433284,-,-15,PEMT,17495022
cg27635983,+,-201,MAP2K7,7968761
cg23753247,-,-67,STK33,8615775
cg13399569,-,1037,ADAM10,59041906
cg21795588,+,-243,LUC7L2,139025217
cg18313110,-,91,COPB2,139108489
cg11201273,+,-237,DDHD2,38089102
cg18932540,-,-583,STAG1,136471220
cg14931854,+,-10822,BICRAL,42749789
cg11772151,-,-145,ESCO1,19180665
cg22323778,-,463,SF3B1,198299752
cg17315331,+,-160,HINFP,118992289
cg03733196,+,-150,NR4A1,52445225
cg12824106,-,-76,SLC38A9,55008163
cg17364922,-,356,YTHDF1,61847483
cg26678852,+,-41,GNG12-AS1,68297970
cg10877050,-,156,PCCA-DT,100741197
cg06720001,+,-33,POLI,51795848
cg14227086,+,-395,CDT1,88870196
cg01479911,-,-37,GABARAP,7145768
cg08623948,+,-236,NUP42,23221666
cg10019132,-,-18647,ZBED9,28583979
cg06862692,+,-232,NLRC5,57023468
cg21774115,+,228,SNRPD1,19192274
cg00629244,-,-128,NR3C1,142783251
cg12738347,-,-14321,ONECUT1,53082533
cg22349573,+,-19,EMILIN2,2847003
cg25189429,+,-131,IL17D,21277837
cg02353418,-,306,ERLIN1,101945786
cg26393015,+,-19172,SMO,128828473
cg12390953,-,44,DHX37,125473677
cg10651319,-,-18,SPATA41,100890438
cg13451280,+,102,PROKR1,68870710
cg26974281,+,-217,MAPK14,35995584
cg01991582,+,-58,CD82,44587212
cg08401990,-,-49,TIA1,70475760
cg00696756,+,-56,RPS3A,152020779
cg05047325,+,-889,CNIH3,224622341
cg00812299,+,-34045,NFIA,61542898
cg22806837,+,40,ZNF773,58011305
cg16483426,+,49,FAM222A,110151629
cg12538400,+,162,GAS2L1,29702639
cg01113468,-,41,SOD2,160114273
cg16501572,+,-1150,INPPL1,71935810
cg24295125,+,-432,PXYLP1,140950666
cg02942044,+,97,ATP8B1-AS1,55297562
cg12936639,-,370,CSNK1D,80231576
cg07811212,-,-448,LRP1B,142888585
cg25533556,+,21,HTATIP2,20385259
cg01482556,+,-108,MGRN1,4674826
cg25234324,-,-233,DNAJC17,41099671
cg15132342,+,-5200,CDR2L,72983726
cg20472500,-,260,SREK1IP1,64064518
cg26898352,+,-65,AP1AR,113152942
cg04508532,+,-11,RIOX1,73957637
cg25660386,-,104,IQSEC1,13009230
cg13694973,+,-164,CREB3,35732662
cg16348242,+,-172,GHITM,85899264
cg10105999,-,-29,ZNRD2-DT,65337884
cg03411979,+,821,INTS6-AS1,52027480
cg04974121,+,-90,PACRGL,20702080
cg09179585,-,-93,POM121C,75115576
cg11995300,+,13,CCNE1,30302897
cg01063178,+,324,TDRKH-AS1,151763224
cg24710320,+,-178,PLAAT1,192959010
cg03560597,-,-146,DUSP18,31063862
cg09752264,+,2628,ANKRD34A,145470514
cg21832096,+,-114,WIPF2,38375555
cg13463054,+,-5,ST6GALNAC5,77333164
cg08342721,+,-250,UNC5B,72972326
cg18913332,+,-16865,PSD4,113931547
cg09100013,-,490,UNC5C,96470124
cg25355076,-,-176,RICTOR,39074501
cg14767402,-,-188,TEX30,103426136
cg17499241,-,766,MEX3A,156052256
cg02665570,+,121,LYPLAL1,219347219
cg11709225,+,26,FBRSL1,133066736
cg24035379,+,-106,STIM1,3876893
cg03749393,-,-90,HMGB1,31191734
cg23633635,-,225,PLSCR3,7297844
cg15644742,-,-411,PEX10,2344003
cg23311531,-,32,CIBAR1-DT,94712661
cg26560794,-,-51,MARCHF8,46090355
cg20800597,-,77,MDH1B,207630052
cg06815754,-,-343,BCL7C,30905398
cg22259630,-,-175,RAB3A,18314852
cg24837744,+,-414,DNAH2,7621061
cg04400587,+,84,MAPRE3,27193504
cg13948230,-,535,OAT,126107492
cg26225882,+,64,INPP5A,134351290
cg14874703,+,-114,C14orf28,45366477
cg22413388,-,5425,WNT7B,46373042
cg21695836,+,-258,ACBD4,43213053
cg18534992,+,-94,LBHD2,103550546
cg22166728,-,-23534,TMEM54,33366990
cg10965432,-,96,AKTIP,53537121
cg16528022,-,347,RAB15,65439054
cg20594607,+,-476,SETD1B,122241914
cg15383900,-,-175,ETFA,76603810
cg09786985,+,-1284,VENTX,135051358
cg00115101,+,-166,THRAP3,36690043
cg13870776,+,178,HPCA,33352091
cg04747993,+,-89,RNF114,48552933
cg10589249,+,10,KCNK4,64059469
cg17698295,+,2001,SMPD5,145104298
cg17565880,-,2180,LINC01089,122240852
cg02517134,+,25,EPHA3,89156770
cg01628253,+,-144,HAX1,154245104
cg15716707,+,-15693,SNX32,65601433
cg05103132,+,126,SMYD5,73441372
cg16347317,+,-158,EYA4,133562494
cg23702868,+,-83,ARG2,68086636
cg23385550,+,-115,LARGE2,45944206
cg23992624,+,247,MPZL1,167691218
cg23916158,-,206,MYBBP1A,4458679
cg13556910,-,-139,DCAF12,34126696
cg00577588,+,-16,ATF4,39916563
cg04065909,-,72,SESN3,94964366
cg17422926,+,-388,SKI,2159757
cg26457823,+,542,RPS6KB2,67195964
cg14159522,+,-309,HHAT,210502245
cg00009364,+,900,PELI2,56585128
cg02147032,-,701,AP1G1,71842737
cg03757871,+,-39016,ARHGEF4,131594486
cg24689245,-,13,DGAT2-DT,75479692
cg11726631,+,258,AGRN,955499
cg05003422,-,294,MCOLN3,85514183
cg11752832,-,-183,SLC35B4,134001682
cg05280109,+,695,TET3,74212036
cg24405537,-,-40,H4-16,14924065
cg03902951,-,-53,HSPG2,22263803
cg25623721,-,225,ETNK2,204121172
cg04876606,+,14,RBM6,49977582
cg14940449,-,8,ARL16,79650827
cg21553893,-,90,RPUSD4,126081545
cg22560837,+,-117,POP4,30097189
cg00938619,-,1171,EPB41L4A,111754974
cg03911494,+,377,MARVELD3,71660086
cg12737876,+,-76,USP39,85843308
cg13997647,-,25,DICER1,95623866
cg02636222,-,-117,ARIH2OS,48956818
cg20271681,-,49,WDR4,44299649
cg11157794,-,-140,CCDC43,42767144
cg14063104,+,230,ANKRD13B,27920149
cg12213201,-,39,POGZ,151431970
cg19083871,+,38992,OR4D9,59279011
cg25714069,-,898,SCARF2,20792112
cg02598341,+,-419,KLF13,31619037
cg13451025,-,-84,ALKAL1,53477990
cg16338816,-,-50,NSUN6,18948167
cg07909292,+,-19,MFSD4B,111580541
cg18354764,-,-303,DUSP18,31063862
cg09262552,+,25,MICOS10-NBL1,19923472
cg08413026,+,834,ULK1,132379166
cg23922920,-,182,TAP1,32821481
cg20341942,-,38,THADA,43823177
cg22952834,-,-11,NPDC1,139940629
